,Mean,Variance,Median,Mode,Skewness,Kurtosis,Energy,Entropy,MinimalGrayLevel,MaximalGrayLevel,CoefficientOfVariation,10Percentile,25Percentile,75Percentile,90Percentile,HistogramWidth,ASM,Contrast,Correlation,SumOfSquaresVariance,InverseDifferenceMoment,SumAverage,SumVariance,SumEntropy,Entropy,DifferenceVariance,DifferenceEntropy,Information1,Information2,MaximalCorrelationCoefficient,Target
Image_80,145.84778723686145,646.8937418424866,147.0,152.0,-0.7712154912989956,5.4863388721662565,0.012277497062864495,4.595525202435192,0.0,223.0,0.08313019952295746,115.0,128.0,161.0,178.0,63.0,0.000291059694061609,787.7000208405368,0.38201858313803766,637.292320871974,0.09638432302259735,290.68544683559355,1761.4692626473807,7.288136281208147,12.625096100592154,0.00013629682253187296,5.558083821079659,-0.08913222231119639,0.7009943955337957,3.4090568570912034,4
Image_81,162.64507914106326,107.57145239705173,165.0,165.0,-3.2736073098040475,14.791199208929594,0.10176856693697717,2.924360416397999,83.0,199.0,0.07897707478456428,155.0,162.0,166.0,168.0,13.0,0.039051454964564136,107.42713451351754,0.4844857178144735,104.57453491549768,0.5487736021246157,324.1613024646889,310.87100514849953,4.972587220917872,7.380013042247325,0.001172692397303486,3.145095289737746,-0.2409800262002273,0.9096737717958772,2.804051111162395,5
Image_82,162.41929404000504,112.83761494227798,164.0,165.0,-3.832964174033947,20.670133233241774,0.09674648615629486,2.9153475539834974,41.0,197.0,0.07884684236905638,156.0,162.0,166.0,168.0,12.0,0.02949106468621364,80.33139930639487,0.6420257051942221,112.1808014975577,0.5290597799940935,323.5608644724682,368.3918066838196,5.00925350587918,7.4192870818072505,0.0011148282642728154,3.072532697299095,-0.23200403215098314,0.9074921168300544,3.671329859946069,5
Image_83,196.82923642701525,129.9953293934167,198.0,198.0,-6.569144133397243,58.31965847788908,0.11741791413230811,2.7033621155300986,0.0,242.0,0.07148961980903655,193.0,196.0,200.0,201.0,8.0,0.054536585928017425,137.50618585427506,0.4018092972983272,116.95120738657897,0.6183312684113423,392.4205612175348,330.2986436919964,4.590399312906114,6.609642348811651,0.0012227164489484795,2.76465543473944,-0.2920589946439748,0.9391012737729763,3.669096266269329,5
Image_84,195.21093174797886,221.19258811437322,197.0,198.0,-5.2986107286851265,36.12867435896985,0.09733395231872367,2.9473828969807436,9.0,248.0,0.0719000146248906,191.0,195.0,199.0,201.0,10.0,0.03952989949943364,175.24533291719573,0.5801692298248554,210.63586510924324,0.566446189151615,389.08838027821935,667.2981275197963,4.993047331087119,7.3264846728838,0.0009974936716469769,3.078289497925702,-0.26873411232571137,0.9376291469537451,3.6960868974809182,5
Image_85,166.6267951516544,355.57405432840955,167.0,168.0,-0.32712174509750386,4.954049070712485,0.017089651588841796,4.327510102864217,17.0,251.0,0.07755564146545837,144.0,155.0,177.0,187.0,43.0,0.0003417954628687476,386.1403956378135,0.4543263697041769,353.81090218992085,0.07324860752030456,331.9548362876084,1029.1032131218199,6.987098025461329,12.22729143489228,0.00010907434370572552,5.316671787814313,-0.035660312537412024,0.5723185847382681,6.55320758446523,5
Image_86,175.80337009803924,204.31678335879957,178.0,179.0,-3.454434632633549,18.423959007770375,0.04584711554416188,3.504822883859168,18.0,249.0,0.07588969458711836,167.0,173.0,181.0,185.0,18.0,0.0031288191932175727,120.5511192131451,0.7033791660784617,203.18276205114216,0.21991733348464274,350.22991128427026,692.1799289914379,5.889025917376365,9.531665366535165,0.00037497177621550006,3.9146483074418654,-0.10981826662163341,0.8004845205498515,6.02314615366339,5
Image_87,196.34673808976714,151.84642330178994,198.0,198.0,-7.824785749866287,75.52796644643426,0.11839928564682503,2.551990963562167,4.0,213.0,0.07166529689450252,193.0,196.0,199.0,200.0,7.0,0.024400209855614766,63.86060123667025,0.7840360442056808,148.1735007082043,0.5050085454688242,391.24294402172455,528.8334015961882,4.605109559245127,6.615104063101866,0.0011733781585817188,2.5778873025918947,-0.19570824648130314,0.8677427789277266,4.517795083027297,5
Image_88,204.8995777803309,303.4536363181587,212.0,214.0,-1.8609553624600264,5.693146503168454,0.047307256865803886,3.5825642862614755,70.0,240.0,0.07106027223819261,175.0,202.0,215.0,217.0,42.0,0.006260897809526673,54.55748375394024,0.909519252887428,301.5010869501366,0.33883041932320224,408.2323050378769,1151.4468640466366,6.100664601001328,9.01522144694324,0.0006078013407777969,3.3778902861909694,-0.2501962049016416,0.9595275211169456,4.554011466098382,5
Image_89,212.13229741115197,734.4078086827321,221.0,222.0,-3.2011865498849694,13.561642547180856,0.05523870894194842,3.5438845543615316,20.0,247.0,0.07007923323672534,182.0,216.0,223.0,225.0,43.0,0.0052808920156258215,209.3605438669626,0.8566999249927614,730.5235411280519,0.2560582340885603,422.64576470454085,2712.733620645253,5.953182178045874,9.38450699840287,0.0004289229867096324,3.9230559470464224,-0.15821321317212028,0.892266345189495,6.772467644027706,5
Image_90,205.869277621376,779.6746617685543,217.0,221.0,-2.3623606829087365,10.06557632580872,0.03390871337543756,4.070875328123477,9.0,255.0,0.07155472653743203,171.0,193.0,221.0,224.0,53.0,0.009249793444276136,443.0159258784273,0.714853727146862,776.7220784163874,0.39841974991046036,410.17087883408686,2663.872387787109,6.694083932085912,10.209090991034866,0.0004917341936293758,4.2110234712866905,-0.2558743246888304,0.9691719899057879,4.701329602246339,5
Image_91,205.0498292629925,826.9955888896847,216.0,219.0,-2.3401483034671653,9.408999920583417,0.033522167940913776,4.086402664031069,1.0,255.0,0.07167496071332541,167.0,197.0,221.0,223.0,56.0,0.008302083725720775,544.9232553912827,0.6674669920939498,819.8655215957588,0.3858438333950158,408.65168372739754,2734.538830991776,6.713189961304762,10.351970196960744,0.0004617168360674183,4.363215736012589,-0.23719964928429502,0.9620008010762537,4.786017567693204,5
Image_92,168.04716663483174,652.6721519997325,165.0,165.0,0.8444890808316444,4.532801133311351,0.013425710227797304,4.564225006515132,51.0,255.0,0.07643825740054253,139.0,152.0,179.0,197.0,58.0,0.00021692195589809057,802.5179678717211,0.3824146306459664,649.6931310978471,0.05868128885903186,334.8175009564403,1796.2545565197215,7.30380940068544,12.890042927018815,7.806270269653717e-05,5.7841836647379905,-0.03640574879420085,0.5890263280433456,4.631473129247344,5
Image_93,167.93475616419408,333.1826837954375,166.0,165.0,0.5342730695566227,5.170502535057292,0.018043148216095366,4.276155855991861,49.0,255.0,0.0767208588681191,146.0,156.0,177.0,188.0,42.0,0.00040797305841396513,454.8926736749354,0.3135106931555994,331.32459652161106,0.08606698152003434,334.54465315636065,870.4057124114915,6.866808163445487,12.049007445469503,0.00012078027813061033,5.300218585483429,-0.0408753078876874,0.5894264404994041,4.154359319305195,5
Image_94,155.47871875015431,480.59510397333923,152.0,152.0,0.9927976226411966,5.4840838039751265,0.018398466300978966,4.351069440659225,45.0,255.0,0.07929591975702922,134.0,143.0,162.0,182.0,48.0,0.0004698009488062784,592.6929158851849,0.38139006341119225,478.9911679154402,0.09200701387905605,309.74316565129374,1323.2717557766046,7.005095455237996,12.194026648872647,0.00011949398148207475,5.413575181679963,-0.05188278200507593,0.6509712871030833,4.362095534857867,5
Image_95,155.1891080531613,631.2664653212637,152.0,152.0,0.7509975420881742,4.632791793006075,0.014553856050810195,4.544492555614185,26.0,255.0,0.07944390015898932,129.0,140.0,164.0,187.0,58.0,0.0003148432053238017,651.5244516263019,0.4804690941478953,627.2357811397396,0.0834529462662715,309.2623168441805,1857.4186729326138,7.33061954113988,12.665664086095937,0.00010861270426279214,5.510228745435086,-0.0616863737164564,0.7091639838735859,5.709118071167357,5
Image_96,164.0951931808643,167.90553472972857,161.0,161.0,0.8079164589361268,3.8564402491912344,0.026469915703992566,3.884914727089178,111.0,227.0,0.07732449253686718,150.0,155.0,169.0,183.0,33.0,0.00135036817594123,110.02781329719195,0.6678253113025088,165.78648041927136,0.2003353427543598,326.8213283113484,553.1181083799238,6.482458079001045,10.48679701921194,0.0003275959177744355,4.216898989993383,-0.1222652786475829,0.8376229661349708,4.554053046500039,5
Image_97,161.30928327668846,596.3620731101634,162.0,160.0,-2.4595627217968485,11.559167998580087,0.021389240474707475,4.157125784021614,1.0,249.0,0.0789038411355785,147.0,155.0,171.0,184.0,37.0,0.0010874601870679466,110.54750936275254,0.9049021385048874,583.423306916231,0.2075280764251791,321.53247602510424,2223.1457183021594,6.886509180303439,10.828768877414136,0.0003169196832169907,4.123484122249418,-0.18746766973358472,0.935983199871616,4.945520282848255,5
Image_98,205.3355186056553,287.3892789429047,212.0,214.0,-1.6647625368830647,4.706440627462477,0.04873769652142466,3.620263463964948,107.0,243.0,0.07090940660161082,176.0,202.0,215.0,217.0,41.0,0.016632295050991976,127.67561760143298,0.7759523029176253,285.0381172594607,0.47304751989003413,409.15811934602067,1012.4768514363896,6.029912307842865,8.949807453083537,0.0007243717293569922,3.616807625973431,-0.2801741748696833,0.9626361772129782,4.073171252894914,5
Image_99,186.50810802046917,937.1011196441806,200.0,209.0,-1.721772129142893,6.296974654217901,0.023348276686533838,4.3134955620645155,24.0,237.0,0.0758258489340252,147.0,168.0,208.0,211.0,64.0,0.005976954671158554,173.57679246490812,0.9050516271435183,917.2835236169849,0.39199136479161734,371.96817363040736,3495.5573020030206,7.092437500452734,10.521357984630408,0.0005330049828531573,3.995116728314545,-0.30132423572906575,0.9827068444791485,5.533796961512991,5
Image_100,161.55980854096026,557.9817793940866,169.0,170.0,-1.8417459061691093,5.950633021715339,0.03314951707942365,3.9573721744808505,14.0,243.0,0.08046555710484213,123.0,161.0,174.0,177.0,54.0,0.00490545179099578,115.56052600600944,0.8952671269235456,552.0557559403605,0.38713075973354744,321.75944157599247,2092.6624977554457,6.604071147630781,9.82435707341437,0.000561366826884133,3.6913965065393812,-0.2704305282323608,0.9679485795985094,4.149834926013908,5
Image_101,133.09237210417234,1033.6612188749086,140.0,144.0,-1.5700577076125222,6.221666139675668,0.014066982194601034,4.644431214194523,0.0,255.0,0.08890186100927044,90.0,125.0,151.0,161.0,71.0,0.00038106296116828097,990.861497885281,0.5034614065892176,997.3126395180598,0.10794314046428567,265.69343268490155,2998.389060186997,7.467738497233415,12.73480148356086,0.00012212696392542398,5.5722315643397895,-0.09036998339543564,0.8222122292857542,5.412662713516692,6
Image_102,118.21978453910299,1981.9234299119873,131.0,141.0,-0.8828947197950663,3.2227156310579557,0.008756227290655142,5.033682804188701,0.0,255.0,0.09681563189174834,43.0,97.0,147.0,160.0,117.0,0.00019723816574204983,1014.4233314739458,0.7320467967832912,1894.2843374865656,0.09364163550145502,237.27497678632002,6562.714018472316,8.100100736049765,13.535546833808342,9.726784523314118e-05,5.760580698699845,-0.12576924636740935,0.9074362062232961,6.570352698856136,6
Image_103,115.5761726765503,1852.1896538030176,126.0,136.0,-0.9967345971868437,3.714170606026535,0.009344969515761272,4.972627835421489,0.0,255.0,0.09712185392862817,47.0,98.0,142.0,156.0,109.0,0.0002598015855073871,964.4588732393191,0.7109558053862888,1669.9838582373882,0.10737742118775734,233.9364769211502,5715.476559710241,7.997522380960922,13.390911984642734,0.00010935503820229931,5.656733196638909,-0.12273531776416231,0.900763556260802,6.5564796693490806,6
Image_104,175.51399949096188,438.1712731180418,178.0,179.0,-0.8655901125894498,4.230692062407809,0.014851231526938251,4.4248727234698295,46.0,247.0,0.07601481421892711,147.0,163.0,189.0,199.0,52.0,0.0003033347145164671,439.9939025613355,0.49426319172030414,435.12116996489567,0.08270847366069455,349.70653199652946,1300.4907772982333,7.161100781395327,12.385042360091575,0.00011567334287554563,5.352966725081249,-0.053681932396999296,0.6781520725719793,5.471267115577508,6
Image_105,141.21307556472883,321.1643598547366,142.0,144.0,-0.6601544921396381,3.8224653077715343,0.016692536624047374,4.290338816015158,17.0,209.0,0.08438577830103837,117.0,130.0,153.0,162.0,45.0,0.00040456971528652746,296.0381613461848,0.5367140452436256,319.51791145076913,0.10174339217421355,281.35732652600393,982.033484456846,6.990429442336127,11.949971544947331,0.00016953823925201005,5.0618517918073,-0.06347358022767464,0.7071686356779375,5.36378720762038,6
Image_106,137.85971877163254,314.4676496627379,139.0,143.0,-0.80519189152506,4.2320725753459065,0.01732835537380921,4.266025239888217,15.0,213.0,0.08552045679189063,115.0,127.0,149.0,158.0,43.0,0.000509214061083984,207.59906503740692,0.6678554783990884,312.5813053029415,0.1259492224849851,274.6824399289554,1042.7261561743726,6.9968897601142865,11.671279053199907,0.0002139904680842764,4.771416017144869,-0.09770831011921483,0.8064558947430611,5.4377129236883714,6
Image_107,154.72442388405466,701.018254747425,151.0,146.0,0.13856690783279135,2.6451634745984003,0.01135104700077811,4.657670326784787,32.0,251.0,0.07941994818253698,123.0,136.0,172.0,193.0,70.0,0.00021040462534250724,431.91512466619895,0.6901400448870545,697.0085074281933,0.07697602412745502,308.10547181735706,2356.11890504662,7.522592417901162,12.798687371996325,0.00010731545616364504,5.380783285435916,-0.08923672256818764,0.8295171572372964,6.453388960729301,6
Image_108,156.94200055862802,661.4612070978139,152.0,144.0,0.3299411802453709,2.5895387266728433,0.01197770895997479,4.610168091806813,43.0,247.0,0.07855658754223879,127.0,138.0,173.0,196.0,69.0,0.0002439725407569089,355.619209344957,0.7297445907696145,657.970514802555,0.0856325307738008,312.6363848948322,2276.2628498652375,7.48414956378117,12.628079589067294,0.0001225369854260938,5.2371622248485465,-0.09540678633722466,0.8403061203642674,6.4397481349258445,6
Image_109,158.9769067355485,699.0340561455959,153.0,144.0,0.41091719721907827,2.4414406358916407,0.011859668493953819,4.6162849494434495,41.0,255.0,0.0778057463240798,129.0,139.0,177.0,199.0,70.0,0.0002459080063025708,371.61499398603127,0.7328212463801441,695.4752756657217,0.08513132782454605,316.7162954995998,2410.2861086768826,7.508332587767072,12.647103211801191,0.00011819967690278895,5.259802199082259,-0.09496049339068814,0.8372957749518777,6.60571756894595,6
Image_110,151.64064980833606,436.81492981997593,156.0,162.0,-1.558650277435516,6.636349196340002,0.01760100608850132,4.314084357536744,2.0,245.0,0.08236575095519137,124.0,142.0,165.0,172.0,48.0,0.0005480145659010431,295.16626882042897,0.660512508940877,434.74476333109214,0.12544012906314927,302.13143670357954,1443.8127845039344,7.059558204446436,11.839655218157345,0.00016926339472008725,4.968643194371661,-0.09181443359395286,0.8042898203743478,5.715675714844054,6
Image_111,154.18719422495366,580.6198646426144,158.0,165.0,-1.173573049296519,5.405565545428403,0.01370877111787091,4.521415315211952,8.0,255.0,0.08152301592334338,123.0,141.0,170.0,179.0,56.0,0.000336417431607411,349.94194815750734,0.6967010475358464,576.9602169660711,0.10561021632352544,307.25362415650625,1957.898919706804,7.378203429930935,12.358270129898694,0.00014103547691807474,5.126445820546405,-0.09919920762295743,0.8338792986036306,6.365744536827182,6
Image_112,150.35038892614418,1039.3600487408662,156.0,158.0,-1.1562454227948942,4.736855399241797,0.010681503223730559,4.800367352173793,0.0,253.0,0.08307258854469736,106.0,136.0,171.0,184.0,78.0,0.00015639192558357753,785.2704886671743,0.6187009896381482,1029.7340053664184,0.055397969309902984,299.6324250207005,3333.6655327985172,7.706084370734476,13.386108128948187,7.446675002752178e-05,5.807627763085483,-0.06050235123228196,0.7408101659041457,6.867012441185878,6
Image_113,169.45554326365323,853.3364588580438,174.0,185.0,-1.2498915500039074,5.244015873642576,0.011718364099014354,4.698731410708798,0.0,255.0,0.07784287078617072,130.0,155.0,189.0,199.0,69.0,0.00018622130069043897,812.7244873966197,0.5223838832454888,850.6969286920275,0.06371244444193756,337.4992083909093,2590.0632273715055,7.542338522489068,13.175418289553171,7.832691428062925e-05,5.798217331851022,-0.050935055475541516,0.6903252770918473,6.119048049645966,6
Image_114,169.22043869153202,841.9739466962187,174.0,184.0,-1.4788940734269478,6.159435785205363,0.012461952423415981,4.656848345929089,0.0,255.0,0.07795102093026902,132.0,157.0,188.0,198.0,66.0,0.000227314650985962,675.5373196454649,0.5974003483744126,838.8849782236048,0.07507281590113003,337.0827966168654,2680.002593248966,7.501835416288566,12.97656258227281,9.178249895795516e-05,5.6397863012011875,-0.06281447376045893,0.7402789244914951,6.358746526635433,6
Image_115,163.68367259304415,977.1485766545217,166.0,166.0,-0.9982101230694134,5.665263423676709,0.011818543007530524,4.700298982220798,4.0,255.0,0.07871340203098941,127.0,150.0,181.0,194.0,67.0,0.0003890143181588151,436.2217316451221,0.7746744050413047,968.5341971129073,0.13925817643916835,326.2026355962114,3437.915056806498,7.632230828563746,12.491615183304337,0.0001515172220681031,5.162954555293903,-0.15201720079283093,0.9260013030902399,5.174398878979201,6
Image_116,164.32188436485845,997.8630819306557,162.0,157.0,-0.12099177989796818,3.9393987708205667,0.010597557639141292,4.794122766860289,0.0,255.0,0.07745725476892001,127.0,147.0,182.0,204.0,77.0,0.0003520493406139784,483.331589640434,0.7547160137499799,985.763850772978,0.14248928649360784,327.1818689380613,3459.7238134514846,7.774692192079161,12.682247765613429,0.00014981012753474473,5.213750894439852,-0.16007947358593314,0.9384841558171474,5.028325377319842,6
Image_117,160.1850636090636,653.6378655130484,162.0,161.0,-0.9934295752553142,4.850530939487925,0.013404740035009004,4.578261351718836,0.0,251.0,0.07945760843483339,127.0,149.0,175.0,191.0,64.0,0.00046547389830872633,319.1104909517531,0.7542899039725192,649.4463097725265,0.15077165828438438,318.9668640065588,2278.6747481383136,7.509514565542991,12.124129608891568,0.0001943939066057877,4.882804212113057,-0.1583489539548027,0.9294343641122041,5.241770472762619,6
Image_118,162.72911199700906,952.5684476931808,166.0,175.0,-0.8035905214029085,5.427013916934704,0.011426938285057016,4.760291527194497,0.0,255.0,0.07917513079627654,125.0,146.0,180.0,192.0,67.0,0.00031555684677901294,502.53700307609483,0.7326746645667137,940.0536096594842,0.1178665386173216,324.21002713407034,3257.6774355618036,7.7257466920665046,12.702017873494816,0.00014419676078597214,5.234089164005969,-0.14328334683284225,0.9162919697517814,5.757776190034286,6
Image_119,165.4226916190071,1000.4436665942214,167.0,169.0,-0.5500547224825729,5.2267670940356945,0.011432360385385292,4.770653521707359,0.0,255.0,0.07812016511666557,128.0,149.0,181.0,198.0,70.0,0.0003077507557043955,585.9472943403747,0.7025820200434972,985.3683017946032,0.12018397293516161,329.57787080906905,3355.5259128379985,7.72555233303012,12.749676212968065,0.00013750711260010072,5.316515803844874,-0.14043277188266542,0.9164819332978823,5.590612678001854,6
Image_120,156.75259735792247,491.00791843936844,161.0,165.0,-1.4027376235239808,7.865850973612349,0.018140531470153275,4.336125399274934,0.0,255.0,0.08094652180771807,129.0,148.0,169.0,176.0,47.0,0.0006568100144454094,314.8065491122147,0.677229161777679,487.65125329419334,0.14119097912274123,312.32057495902814,1635.7984640645482,7.115235465446626,11.737862231263845,0.00018791545325541067,4.865159708394323,-0.11774357027460453,0.8667596728519613,5.601292251812714,6
